170	1222	4	977172970
1184	2094	2	974854186
4066	2716	2	965470616
2348	1307	2	974411795
1390	1955	5	1007184447
216	2805	4	976863870
3650	761	1	970773669
2380	2432	3	980547346
5646	1210	5	958873790
752	45	5	1029312052
1496	3544	2	974754774
765	3608	2	975612904
3420	661	3	989511681
4048	2031	3	965500873
5380	2762	4	960393094
2824	1249	5	972621329
1692	1206	4	974709360
4269	1080	5	965302157
1733	1354	5	1021180317
5605	539	3	959297776
3284	3476	4	968118113
3806	1972	2	965966409
1243	858	5	1004658920
5845	1041	5	957801501
696	3927	3	979400844
3768	2450	2	966068363
5488	1339	2	959820421
1999	273	4	974677546
897	1955	5	1002156505
3884	2716	3	966020513
3751	674	1	966133433
4139	50	5	965348261
5523	1909	3	959650309
4505	1722	4	964984487
5837	1603	3	958145188
2994	2881	3	970708610
4302	2671	4	965268191
536	1210	5	976137228
5748	441	3	958347034
5599	3578	4	959214753
4734	921	4	963326173
5185	2332	5	961727353
1959	1225	5	976246241
998	3456	4	975191305
4918	474	3	962676701
5591	899	5	962221905
2599	2529	4	973793598
4252	839	4	965308546
5684	2968	5	958608294
839	1727	3	980999808
3349	3879	3	967750415
3491	543	4	967069137
4600	2587	2	1002869240
1401	2496	2	974763132
4387	694	2	965276566
3367	986	4	970079978
4327	593	5	965243235
277	1210	4	976586950
3471	196	2	973299019
3087	848	3	970022854
3371	3543	3	967609549
4858	1104	5	963746755
5333	3743	3	980055799
4535	493	4	964721755
984	2521	3	975913418
4310	662	4	966027230
1709	2150	5	974707075
5010	1208	5	962585190
710	1667	3	975548385
5419	1387	3	960174224
4193	111	4	965325640
1242	3911	4	974831562
410	2108	5	976289227
1284	994	3	974840560
2367	597	5	974342286
4305	2268	5	1041211117
5524	107	4	959638677
3402	2947	4	967434713
2747	3159	4	973212260
3931	1967	3	966303053
533	3424	2	976141549
715	1197	4	975534214
635	1132	5	975769047
2105	1240	5	974669036
3963	2370	4	1018672640
370	2700	3	976651008
3129	2155	4	969281456
5761	710	2	982013150
1598	3070	4	974734091
5153	2012	3	961969314
225	1625	3	976832357
3292	3109	4	968100170
3031	2271	5	970362983
545	2858	4	976071061
2203	2012	3	974603688
3065	3426	2	971147816
5614	3811	4	964396320
1628	1517	4	975162402
3879	3044	2	965829532
5655	1923	3	958844497
1124	2138	3	974909446
5605	1201	2	959194241
2496	590	3	974093489
3626	919	5	966612400
1988	2316	3	982822328
931	1617	3	975190056
2840	3554	4	972572026
6040	2378	1	956716454
16	2581	4	978174695
5950	3168	4	957181582
2880	2020	5	989098285
1722	2900	3	974706885
5074	2724	4	962434011
3272	539	4	968199371
950	1921	3	975138030
3691	1339	4	968903352
4851	3753	5	962835205
5494	899	4	959816409
149	1586	3	978190099
1758	1288	5	974854069
713	95	3	975536295
4573	1029	5	964453624
768	3535	2	975446005
1976	1923	4	974689153
4083	2967	5	965461632
273	3114	5	976773631
4471	1175	4	967755907
1184	11	4	974855505
5947	2407	3	957190976
4333	1274	1	965242686
4021	2144	4	965524557
3916	1961	5	965758424
1794	378	2	974707388
3529	3070	3	966898351
2411	2080	4	974590218
3967	370	1	967552020
3626	1352	3	966620941
1010	3852	3	1012189705
4213	548	4	965840187
4078	223	3	965452037
3589	2240	3	1019403174
2946	3370	3	971276062
5627	1580	3	959045722
3979	364	5	965627634
4543	555	3	966025308
2726	1252	4	973267959
1820	2530	3	974698433
1571	1198	5	974737505
5831	1161	4	957888669
3526	277	2	967618548
1769	2888	1	974701035
3741	733	4	966160546
2689	1266	4	973348287
1333	3197	3	974777842
2037	3467	4	974666870
3482	608	4	967070279
5600	1238	5	959461464
5380	3174	3	960393128
1004	2115	5	975044021
1794	1895	1	974706957
1389	3471	5	974782184
2854	2116	1	972531317
3252	2997	3	968289623
3847	2165	3	965884702
4260	3499	3	965322707
38	1894	3	978045139
273	2028	5	976773502
1244	1097	4	974830846
2145	3033	5	974628293
6007	494	4	956792004
777	317	2	975438358
647	356	2	975714441
2951	277	4	971215478
3300	1387	5	968034124
549	413	4	976071002
1285	2344	5	975657383
2963	36	4	971126577
3648	1805	5	994801538
16	2723	2	978174671
4725	3366	3	963388541
5912	2028	2	957361275
4789	608	3	963002977
2089	3952	4	994876184
1594	2700	4	975211680
5501	1380	4	959799355
1477	3921	3	974752727
4404	1092	4	965157491
5339	1201	5	960712841
780	1035	4	975543474
1111	588	3	974919248
5056	2581	4	962485569
3825	2881	1	965944028
5312	3267	4	1046444711
2913	1897	4	971768506
3313	1249	4	968381430
402	339	3	976296342
4353	1275	4	965192339
1611	1573	4	980748231
3592	3507	4	966643512
4009	1729	4	965546148
4904	2116	5	962683594
5034	1036	4	965357727
4409	1882	3	965152146
3283	2395	5	968121808
5408	1035	4	960245171
3621	2687	1	966577600
2489	434	4	974139732
26	94	3	978275270
3639	2144	3	966488814
2629	1377	2	973626011
2380	3753	3	979573498
1893	3536	3	974692332
887	1370	3	975258036
524	519	2	976173161
5902	50	4	957394877
4088	372	4	965431337
2303	923	4	974583378
3054	2580	4	970615684
3874	2986	3	965839911
1749	347	4	974843456
549	165	5	976116675
5657	1569	4	1041646599
2029	2174	4	974671406
4732	1345	4	963332780
1984	3802	4	974770811
5179	2406	3	961807135
3087	2125	4	969682220
5359	2412	2	975945362
1716	2617	3	974710667
2177	3183	4	974613375
1015	2622	4	975036198
5808	1097	4	957982850
5558	2081	2	959391006
3389	1997	3	967513089
2374	2471	3	974337454
591	2311	2	975908853
1419	3535	3	974760643
5402	2125	4	960258533
2607	2028	5	973728684
4658	2761	5	963966630
2921	2105	4	971669987
1168	441	3	974933383
5649	50	5	958865441
5854	2793	4	958273894
1017	3039	3	975009783
3424	3147	5	967357727
3675	551	5	966363054
5557	3896	4	993394094
3672	1580	5	966376041
5957	527	5	957075324
5718	2763	4	958587953
1611	2279	3	980749896
2323	551	4	974444464
1150	2413	1	974877626
3626	50	5	966614871
5548	2171	3	959481197
515	2391	3	976204038
3360	3877	2	967693046
3859	1265	4	965926737
4522	3183	4	965770998
3430	1244	4	967953143
712	2907	2	975538322
331	436	2	979855651
2764	1584	4	973137846
4957	1676	3	962637035
5102	50	5	982779956
2143	292	2	974629967
474	3627	4	976298967
3053	1394	5	970601864
2098	1391	3	974654905
510	1127	4	976207459
3966	1378	4	965668734
927	339	3	975194588
5905	1982	1	957376420
3371	1374	2	1020106978
4611	778	5	975861815
4305	3833	5	967400343
3842	300	4	984997042
198	231	4	976981637
2830	2805	3	972592734
3189	1243	2	969862605
3430	1299	5	967343870
5654	799	3	995647255
3550	2023	3	967156571
2635	1990	4	973588258
2321	1080	4	974476810
1737	606	1	977022847
1272	2908	3	974817644
2994	1375	2	970708435
5043	543	3	962505947
5753	423	4	958272180
1202	2403	4	974849019
5042	1288	3	962505778
1912	2986	1	1008406704
3105	1185	3	969906906
1806	151	4	974737467
5848	1848	4	957783606
1882	589	4	974693712
1407	3911	5	974762337
5569	527	4	959307117
1586	2133	5	974736626
4964	288	5	962731518
4568	2428	3	964477593
326	3927	2	976423793
3107	1562	4	969510289
639	3487	4	975810813
1842	593	5	974696893
796	2150	2	976289312
3054	799	3	987019933
1181	2966	3	975012590
2627	2616	3	973630395
4033	1721	5	965522880
2180	480	3	974608286
3727	1130	3	966308113
6002	2023	2	956800635
453	2539	4	976245509
1880	1608	3	974695322
1125	595	3	1011754194
1021	2896	3	975008402
240	1101	3	976756647
5561	2490	4	959375448
2544	3519	3	1024619770
3272	1010	4	968199830
1601	3324	5	975896166
3183	2023	2	968727512
5850	3340	1	957764862
3905	750	5	965759896
4001	2797	4	965570262
3769	1307	5	966057414
4227	3444	1	965324513
539	2414	4	976129592
2251	3613	3	974598029
4771	1211	5	963151008
2238	2686	4	974596747
2507	3712	4	974076766
424	2841	4	1038855618
1274	2363	3	974811618
5287	3033	3	961086642
4956	2174	3	962638138
4312	1049	3	965506465
2674	1411	3	973413073
2106	1923	2	975440129
2874	2997	4	972413215
4725	510	3	963384189
195	36	4	1007234815
1041	2858	4	986092555
6025	378	4	956731492
5645	1036	5	958875729
3618	1487	4	966602628
4089	2826	4	965456532
53	858	5	977981783
1142	1033	2	974877492
5158	595	5	962834034
2808	1253	5	972777663
4015	3384	3	965534436
4888	3035	5	962740556
4447	2565	3	965177535
4182	2571	5	965329749
3471	1047	3	973296673
3454	3050	2	989132166
2353	919	5	974401581
1842	2908	5	993443492
5881	70	4	957549277
548	1350	4	976139829
2946	3638	2	975829609
3333	2571	5	993535493
340	2728	4	976341717
529	924	4	977449586
1632	1264	2	974719675
1120	3785	5	974914096
2962	3285	1	976817495
3054	2336	4	970615518
3739	2505	3	966181022
2124	3870	5	974649832
4819	2478	2	962927753
4829	608	5	962907606
5233	367	5	961449799
5761	472	3	982013052
725	1097	4	975520616
3514	1199	4	966972639
5641	150	4	958925273
1383	3296	4	976148788
2926	3916	3	1006654570
4110	1207	5	965366406
4742	1212	4	963331390
1587	2081	5	974735926
5246	2502	5	961374792
5795	562	5	958077421
4234	2005	2	965310780
4354	2533	5	966753737
2507	1734	5	974077530
3600	1036	5	966624873
1169	1256	3	974860001
1912	3016	3	1009015953
1378	922	5	974766999
5570	953	4	959307638
5679	2353	4	958618992
3414	3432	2	967487725
450	1358	5	976234297
2015	3350	1	974851133
1825	3723	4	975394503
1218	2379	1	976718014
3057	1247	4	1003354180
3026	2187	5	970460971
1099	1639	5	974925788
1101	2034	4	974925220
5694	910	4	958595693
846	2248	4	1003325376
836	1489	1	975360868
5852	2987	1	957756377
1912	1734	2	1025160999
4217	2706	5	965317924
4893	173	5	962733018
4472	934	2	965070205
5872	2433	4	957565875
237	1387	4	1001287810
853	2641	3	975348254
3412	112	4	968726597
3713	1672	3	966270293
409	1517	4	976289284
310	3081	3	976481644
4507	648	3	964982563
4088	2295	5	965431048
1693	2699	3	974707862
2504	924	5	974082810
2251	2513	3	974602001
329	2004	1	977870806
479	1197	4	976218481
5167	593	5	961898186
4089	3758	3	965537576
258	260	5	976672924
179	2407	1	977092163
5650	1968	3	958862478
1422	1663	3	976120587
3626	1377	4	966597338
2050	1639	4	975524392
1903	2859	5	974693557
1341	2462	1	974774527
224	1208	2	976833785
5523	1569	4	959646127
4152	3107	2	965340714
4472	2956	4	965064547
5536	3437	1	959816683
3518	357	3	969287637
5837	1784	5	958144180
1518	1210	5	974746144
1083	1371	1	974934390
1019	945	4	975008035
4857	1892	4	962828800
731	2043	3	975527781
3206	2987	4	968561245
4808	223	3	962934273
3420	3418	5	985366630
5179	1213	4	961807451
4417	2058	4	965136573
42	3623	3	978041044
461	3724	3	976232278
2935	2336	5	977019849
4944	1270	5	962641659
3134	1291	4	969083508
5337	2872	5	960746603
1922	2985	3	974775501
1224	595	5	974839755
5505	2571	5	959732501
5463	1244	3	959900645
1029	1126	1	975003089
4287	2986	3	965277322
4917	2302	4	962674588
3069	516	1	970358870
3195	110	4	968640095
899	3684	4	975216159
5312	1242	4	962157724
3229	1207	5	999720114
5105	1276	4	962338192
1736	2193	4	974704907
2387	608	4	974307594
5623	2641	3	959093462
1714	1527	3	974706439
928	1946	5	975193439
2909	1721	3	971968539
3499	50	5	966997062
554	2688	3	976057056
419	1234	4	1044900419
3259	911	5	968273622
3427	3147	5	967345256
3403	2058	4	967429368
1812	2908	5	974734979
3499	1231	4	967234329
726	2599	4	975519014
1182	3365	4	974862591
646	920	3	975715255
1749	1264	3	974839600
5550	1197	4	959465811
2669	25	4	978218419
5806	1154	3	957985402
532	1199	5	976140601
3367	3037	4	970080567
2954	2987	5	971212230
5364	2134	4	960523858
3970	3897	4	1019228120
245	2120	2	976735375
5039	2334	1	962512815
3690	3717	3	966310683
5831	3418	4	957888002
3450	349	4	967244656
687	1500	4	975600289
1339	1772	1	974870601
2170	1197	5	974611786
6012	382	4	956780600
5349	272	4	960664604
5848	1589	4	957783018
4608	2289	5	964189945
1229	480	5	974836374
1335	562	3	974819885
5451	2628	3	959933465
1593	253	3	1014180878
4445	3581	2	979863801
5403	2550	4	960311334
4384	1961	5	965171798
808	1291	5	975393767
355	3276	4	977031210
4024	2337	4	965518115
2589	1968	3	973865584
3824	3694	3	966540679
3720	2391	4	966251083
456	1208	2	976300620
4613	10	4	964144964
5371	2918	4	978982787
1762	2640	2	974702166
4543	1752	2	966026176
513	750	4	976223434
5172	146	2	962723448
3454	3578	4	970780395
3012	3175	5	970510086
4016	2202	4	965530478
1198	434	5	974944567
722	1721	4	975524964
2841	1210	4	982805712
4591	256	4	964326211
531	3526	3	978728899
1584	1046	4	974965502
2629	105	5	973625182
1988	2398	4	975119236
5634	1037	4	959008999
2756	2000	4	973193021
5664	2791	5	958847705
4448	1957	4	965133864
797	1339	3	975413688
2219	1732	2	974601509
3338	3555	3	967828871
5857	1704	5	957722150
2854	3671	1	972530732
1029	2111	2	993324489
5848	2478	2	957786013
11	2598	1	978904299
4502	902	3	965094692
225	1699	2	976832220
1845	1184	3	974707392
435	3274	3	976246681
2102	1371	1	974653767
3716	1584	3	966265413
466	104	4	976227309
4663	2456	4	963862433
4169	2432	4	976588802
1698	2135	3	974770654
3174	2706	4	969293819
881	2042	2	975263943
4448	1395	5	966968682
3292	1007	3	968080075
310	48	4	976483189
5728	107	4	958466471
3934	931	4	965710914
5567	2401	3	959350431
2743	1215	4	973219976
3401	10	5	980115449
1100	2500	2	974926384
3768	913	4	966064732
5643	2054	2	962738772
550	610	3	976161649
4165	3052	4	965334795
3327	1291	4	967867349
3812	1129	3	965955613
524	1343	4	976169012
3941	70	3	965692869
4647	1923	5	963965587
195	2916	5	982596001
3598	1016	1	966626956
5251	1196	3	970441828
5843	3037	3	957806544
5511	1779	4	959717376
5857	858	2	957721875
5277	592	1	1020812229
4898	1288	5	962713242
1724	589	3	975914913
6021	34	4	956757307
1466	1387	2	974756304
86	1582	5	978813919
4223	2474	3	965319070
3650	1918	4	966460743
1268	1225	5	974817249
5302	915	4	960958053
3272	1479	3	971258750
4925	2935	5	962663142
5853	2054	1	957748528
2010	1663	4	974680203
2895	2391	4	971987200
5845	3081	4	957799354
1856	32	5	974696690
1552	2890	5	974780797
5539	2080	2	960662148
4367	3710	3	965182681
2679	589	4	973391777
1675	1356	4	974711042
3484	2496	3	967063898
4571	39	4	964468397
1465	427	1	974761953
3532	225	4	978230880
1714	2140	4	974710291
3808	1020	3	965966676
4543	1242	4	964669978
1015	1924	4	975014534
1247	3334	5	974829128
5728	2016	3	958474144
5526	3360	4	963100144
3771	1130	3	966049063
780	313	4	975436172
801	1500	4	975401289
2176	3181	4	1038897019
5070	2628	1	962466967
3771	3639	3	966049608
1447	2560	5	988557154
2878	802	3	972359162
2064	1178	5	974659228
1842	3745	4	996465283
5664	2455	4	958763919
4375	2513	5	966687549
2340	2100	5	974424999
2727	3699	1	973268154
4048	1943	3	965506055
2446	3760	5	974404107
4373	1286	5	965179841
1790	3255	2	974703050
4808	1089	3	962953696
1165	2167	4	976583657
5496	2827	4	959810001
1483	36	4	979914322
1422	3100	5	976121187
2131	2519	4	994041744
5619	454	3	959118480
1455	2396	4	974757463
5584	1214	3	959278009
3526	2278	4	966906997
5296	52	5	961014629
5473	1200	5	959886136
3182	3841	2	968770363
2909	3362	4	1009398904
531	3358	4	978644560
2038	3451	3	974668972
4748	3893	4	1031444899
813	3175	3	975393074
3641	1673	5	966482148
3929	1297	5	965709257
5392	608	4	960323890
1273	1284	5	974814230
4227	3387	1	965323499
482	1213	5	976223516
2096	2916	4	974653211
3476	1296	4	967134795
4750	2791	5	963192885
805	11	5	975396652
2909	2763	5	971977853
3589	1274	1	966656802
2304	1863	3	974504778
3224	3071	4	968542890
5831	2916	4	957893837
2664	595	4	973460739
329	344	2	977870708
5249	3082	2	961600818
4725	2457	4	963369297
1676	2078	5	974711268
2980	1124	4	983054395
531	1961	4	994345661
5712	377	3	958512686
3626	1346	3	966617997
1623	2529	4	975364142
3713	3599	3	966273381
6000	1012	3	956880371
4725	1084	3	963380014
419	377	4	1044900559
2013	1206	3	974675822
750	3089	5	976064480
5333	3358	5	960825160
3592	2294	5	966642289
5801	296	5	958010876
3208	3578	4	968558451
232	1060	3	976812678
157	2019	5	1034439335
4471	919	3	965763222
5911	34	3	962999499
1304	2021	3	974864460
5878	2995	4	1043783762
5369	1104	5	960489578
4658	464	1	963967683
5742	2396	5	965077086
2940	2353	3	971368907
1999	1321	5	974677818
343	2243	5	1038146602
1055	2919	2	974952029
1632	1294	3	974716469
5605	339	2	959297718
5139	1082	3	962060066
5916	2710	2	957459597
5621	2504	3	961136105
4079	2114	5	965444626
577	2797	5	975980346
5920	1387	3	957311283
3793	166	3	966018344
489	1197	3	976214639
4621	3638	2	964126819
5512	1855	3	959712695
596	3534	3	975893772
117	1032	3	977502020
1891	3006	4	974695022
1483	1994	1	974758928
3419	480	4	967396287
166	1291	4	977293923
4899	111	3	962702899
1671	2135	4	974714406
314	3365	3	1010090401
4058	3916	3	996711751
3361	1408	5	967683430
1124	2707	3	974910884
494	2701	3	976217257
3712	2115	5	966279379
1571	2353	4	974740265
53	1218	5	977953928
4819	360	3	962924695
911	2471	4	975421103
5215	2521	4	961551031
805	357	4	975396698
3130	1304	3	969250148
4554	1463	4	964547928
4699	2712	2	963563204
2020	1625	3	974675480
204	1242	5	978058351
1285	1639	3	974793752
1316	2706	2	974778939
6036	2313	4	956712677
323	3510	3	976974442
1600	3504	5	974732119
5718	3125	3	958568887
1580	480	4	974736224
3693	1552	3	966355027
4673	232	4	963766161
2506	2166	4	974077986
4972	2900	3	962606667
58	2891	5	977941600
2059	555	5	974756712
2049	955	4	974663598
2638	3791	2	980119383
1106	3510	5	974920622
1680	3147	5	974712259
2589	1208	4	973864795
5584	1346	5	959278175
1289	1225	5	974790315
3507	2291	4	967153041
424	232	5	1037134685
6014	2971	5	956780566
2685	1956	4	973376136
3693	728	3	1031464550
482	2016	3	976221187
3750	317	3	966129101
1248	164	3	975625219
4169	1880	2	976589100
4086	17	5	965515456
2167	3573	1	974612960
4220	2170	5	965315768
4335	2429	3	965768357
689	1835	3	975584039
2583	2352	4	974073024
3031	1992	2	970954753
5128	1266	4	962434929
4140	2818	1	965349422
2996	473	2	972769585
3271	915	4	968200902
1609	648	4	974746735
3630	2617	2	966537888
1274	32	4	974811457
2528	1589	2	976805186
4277	2255	3	976784755
2643	2532	3	973568393
816	3700	2	975471909
4867	3087	4	962891736
2436	1356	4	974224276
5463	3555	4	959899761
24	3608	3	978132083
325	141	3	976402418
1340	996	1	974779674
5838	597	3	957841756
4595	1206	5	964222464
1165	1240	4	975892483
2456	3819	4	974182254
5848	1129	2	957783522
3453	2949	3	967765804
2440	2874	4	974221429
5097	1214	4	970102181
4572	2088	4	964462088
4448	3238	4	965087576
5927	1784	4	957283555
53	1302	4	977983091
4886	1375	3	962743912
2837	720	5	972572701
195	2966	4	1022176833
5872	1527	4	958263484
156	3044	4	977250172
4422	1499	3	965118517
5556	2761	4	959443403
3841	528	5	965999579
1202	1219	3	1009850519
5497	2918	5	959805883
2593	628	5	995687556
787	524	5	975787858
2878	1717	1	973231308
258	1370	3	976671916
2024	2134	5	974673359
5785	2396	5	958148850
1648	3740	3	974714641
518	3083	5	1041610481
4318	2404	4	965338903
163	434	3	977219570
4343	733	3	965224622
5831	990	2	957899468
416	1214	5	976286472
984	2819	5	975117111
3246	281	3	968308141
5728	2080	4	958469368
1749	2918	2	974841690
5627	2011	3	959045722
5321	162	4	960863250
569	2027	4	976238659
1224	531	4	975248288
5056	3253	5	962488064
4591	2816	2	964327990
2569	1193	5	973911712
3961	1346	4	967227511
5107	1954	1	962334494
4517	2394	3	964863350
479	1270	4	976217745
3579	3257	3	966711192
5964	2395	5	956993834
818	748	1	975384980
1647	558	2	974806873
1164	319	3	1021599599
2202	39	5	974605585
1605	531	4	974929387
1688	3857	1	974797643
1040	260	5	974981316
5323	785	4	960847356
4502	58	3	965095187
732	1562	1	975495156
4083	933	3	965435672
1523	377	3	974746230
4568	1370	3	964479198
1470	3840	1	974836590
5568	1388	3	959311552
3808	358	3	965976295
5763	34	5	958837395
3589	159	1	966662227
2020	2717	3	974674766
906	69	3	975209171
1988	3543	4	974737206
4901	2115	5	962686648
3822	2997	2	965943473
2010	2541	2	974688298
5752	2390	4	958276661
255	2728	4	976682785
302	376	2	976503844
5340	164	3	960703908
5854	293	5	958271056
1866	1073	4	974834103
1904	3439	1	974759501
5117	2707	4	962468846
3729	435	3	966566501
4600	1961	4	967476672
1356	830	1	974772325
1797	3543	4	974701520
149	2427	4	977326806
2304	3809	3	974503250
5498	678	5	959805133
1447	44	3	984289815
3334	1466	3	967843997
1060	110	5	975551031
1613	919	5	974906148
911	1267	5	975273479
524	904	5	976171373
474	1421	5	976241202
4469	1201	5	965067382
2239	589	5	974595926
4305	1625	4	966734676
5015	1231	5	962584538
405	150	5	976389801
4124	2719	2	965356486
565	1466	4	976039168
2480	2291	4	974148272
1819	2858	3	974697411
5957	3479	3	957074967
3618	2333	4	966596886
5996	2467	5	957296321
5352	910	5	960648990
1032	2321	4	974998105
170	2997	5	977173631
5769	329	4	958174823
4785	207	2	963006598
3551	3770	3	966822411
641	898	4	975725450
3032	1461	5	970349182
5074	1393	5	962437096
3536	1393	4	966887635
634	588	5	975774591
2091	938	5	974655847
5806	2291	5	957986608
1160	2606	3	1008037411
136	3471	4	977421803
2768	1729	3	973117454
2807	367	3	972778170
3141	2289	4	969033836
4748	858	5	963272949
1204	144	3	974846071
2672	493	3	973434186
2408	1615	4	974254921
3189	480	4	968662722
1152	3702	3	974868894
2389	3040	3	974327396
1377	2457	4	974767934
2724	3174	4	973273058
3626	438	3	966603349
2459	1892	4	974174905
5755	3214	3	958280884
5959	1037	2	957044291
456	3806	3	976231280
5801	2716	5	958011744
6004	2840	5	956796531
10	2302	5	978227317
5954	208	3	957650695
2	1610	5	978299809
5394	247	4	961438621
2537	3435	5	974050263
2910	2997	3	1016475422
5849	2961	5	957765752
3807	1610	3	970438444
3999	3791	3	965579924
5627	2826	3	959040132
5492	2416	1	997173838
1997	3882	3	974694379
3311	2549	3	967955728
2200	2549	2	974605181
4688	2470	3	963619246
966	3327	3	975114882
588	549	3	985648368
1181	3654	4	976058666
2590	1982	5	973839904
3422	3715	1	967413925
4534	16	5	964731904
4042	1272	4	965595025
851	3698	4	975349138
3967	3608	2	967551476
3272	2648	3	971244674
711	3159	4	975621114
3258	3361	4	986580920
2410	1242	3	974251408
2655	2716	5	1010072075
1479	1307	5	974752505
2555	1500	4	973997708
4269	2413	2	965302855
2109	1252	5	974654821
5475	440	3	994748629
5103	1275	5	962413736
677	2583	4	975612817
4102	1996	4	965413142
3103	3852	2	969566403
2106	370	1	975440849
715	2628	3	979578177
3272	1661	4	968203519
654	349	3	975700954
777	2642	1	975437699
3958	25	3	965674371
3518	1207	4	969289902
639	7	4	981088924
613	1994	3	975811603
4726	3044	3	963986728
3108	3683	4	969499652
560	2968	3	976047723
563	3300	3	976046106
2237	2779	5	974599285
4088	707	3	965432379
3822	36	4	966300604
303	348	2	977087232
287	1280	3	976568850
2436	858	4	974225226
4513	1907	2	964983926
5888	371	4	957480788
2909	1201	5	971968288
839	1962	4	980998538
3032	2133	4	970345054
1112	2948	3	974945997
3847	1215	4	965881011
533	3020	2	976220520
3472	1210	5	967142328
4898	2132	4	962971817
2380	892	5	974390239
1117	3754	2	975955604
2102	3254	3	974654473
2888	349	4	972058625
4345	3061	4	966387790
2143	2006	2	974629855
2857	1101	4	972506924
4408	2028	5	965154177
646	2529	3	975780226
563	1876	2	976046310
269	3145	5	976640182
4790	1517	4	963181447
3815	2944	4	965952599
3280	3060	3	968345744
1752	1730	1	975733176
2526	3203	4	974066736
1759	2891	1	974787920
2592	3467	3	973826623
4150	1797	4	965341951
5795	2808	1	958145331
726	1059	3	975519480
1586	1224	5	974737924
1408	1586	2	974763198
4566	3072	4	964488526
5812	2407	5	957945303
1842	2683	3	996464675
4219	2985	3	965316246
3582	2005	4	966699254
1245	1199	4	974829656
1835	440	5	974881516
425	1476	4	976283815
4014	673	4	965538080
4959	2394	4	962634004
